"Hull","Name","Name (Hull)","Ship Alt Title","Ship Type","Class","UIC","Status","Fleet","Date Status Last Changed","Homeport","Maintenance Category","Berth","Force","Builder","Award Date","Commission Date","Keel Date","Inactivation Date","Launch Date","Decommission Date","Delivery Date","InService Date","Out Service Date","Stricken Date","Overall Length","Waterline Length","Extreme Beam","Waterline Beam","Max Navigational Draft","Draft Limit","Light Displacement","Full Displacement","Dead Weight","Hull Material","No. of Propellers","No. of Waterjets","Propulsion Type","Accommodations Officers","Accommodations Enlisted","Custodian","Planning Yard","Nuclear Planning Yard","Ships Program Manager","Comments","Last Updated"
"ARL 31","BELLEROPHON","BELLEROPHON (ARL 31)","(ex - LST 1132)","REPAIR SHIP, SMALL","ARL 1","58132","Disposed of by MARAD sale","","06/01/1980","","","","","","","","","","","","","","","10/01/1977","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","12/10/2001"
"LCS 29","BELOIT","BELOIT (LCS 29)","","LITTORAL COMBAT SHIP","LCS","20173","Under construction","","06/26/2019","","","","","Marinette Marine Corp.","09/18/2018","","07/22/2020","","","","","","","","388 ft","351 ft","58 ft","46 ft","14 ft","14 ft","2760 tons","3410 tons","650 tons","Steel hull, aluminum superstructure.","","4","Diesel - Gas Turbine","9","41","","Huntington Ingalls Incorporated","","PMS 501","","10/01/2020"
"AKR 306","BENAVIDEZ","BENAVIDEZ (AKR 306)","","VEHICLE CARGO SHIP","AKR 300","22252","Disposed of through Inter or Intra Agency Transfer","","09/22/2022","","","","","Northrop Grumman Ship Systems Avondale Operations","12/18/1998","","12/15/1999","","08/11/2001","","09/10/2003","09/10/2003","09/21/2022","09/21/2022","949 ft","889 ft","106 ft","106 ft","33 ft","37 ft","33792 tons","67513 tons","33721 tons","Steel hull, steel superstructure.","2","","Diesel Electric","13","32","","","","","","09/23/2022"
"DDG 65","BENFOLD","USS BENFOLD (DDG 65)","","GUIDED MISSILE DESTROYER","DDG 51","21940","Active, in commission","U.S. PACIFIC FLEET","03/30/1996","YOKOSUKA, JAPAN","","","Battle Force","Ingalls Shipbuilding Corp.","01/16/1991","03/30/1996","09/27/1993","","11/09/1994","","12/04/1995","","","","505 ft","466 ft","66 ft","59 ft","32 ft","22 ft","6884 tons","8960 tons","2076 tons","Steel hull, steel superstructure.","2","","Gas Turbines","26","330","US NAVY","General Dynamics Bath Iron Works","","PMS 407","","08/26/2021"
"DD 796","BENHAM","BENHAM (DD 796)","","DESTROYER","DD 448","03896","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","01/01/1974","","","","","","","","","","","","","","","01/15/1974","","","","","","","","","","","","","","","","PERU","","","","","12/28/2001"
"PG 96","BENICIA","BENICIA (PG 96)","(ex - PGM 96)","PATROL COMBATANT","PG 92","20089","Disposed of through the Security Assistance Program (SAP), Foreign Military Sale or Lease","","08/30/1996","","","","","Tacoma Boatbuilding Co., Inc.","07/26/1966","04/20/1970","04/17/1968","","12/20/1969","","04/20/1970","","","08/30/1996","165 ft","154 ft","24 ft","","10 ft","","180 tons","235 tons","55 tons","All aluminum hull.","2","","Diesel","4","25","KOREA","","","","","02/06/2009"
"SSBN 640","BENJAMIN FRANKLIN","BENJAMIN FRANKLIN (SSBN 640)","","BALLISTIC MISSILE SUBMARINE (NUCLEAR-POWERED)","SSBN 640","05711","Disposed of by submarine recycling","","08/21/1995","","","","","General Dynamics Electric Boat","11/01/1962","10/22/1965","05/25/1963","","12/05/1964","11/23/1993","10/22/1965","","","11/23/1993","","","","","","","","","","","","","Steam Turbine (Nuclear)","","","PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)","","","","","12/05/2019"
"AO 191","BENJAMIN ISHERWOOD","BENJAMIN ISHERWOOD (AO 191)","","FLEET REPLENISHMENT OILER","AO 187","21440","Disposed of by Navy title transfer to the Maritime Administration","","02/01/1999","","","James River Reserve Fleet, Fort Eustis, VA","","Sun Shipbuilding & Dry Dock Co.","05/06/1985","","07/12/1986","","08/15/1988","","","","","12/29/1997","677 ft","650 ft","97 ft","97 ft","35 ft","35 ft","9500 tons","40700 tons","31200 tons","Steel hull, steel superstructure.","2","","Diesel Engines","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","NEVER DELIVERED CONTRACT WAS TERMINATED 15 AUG 93.","08/16/2016"
"DDG 22","BENJAMIN STODDERT","BENJAMIN STODDERT (DDG 22)","","GUIDED MISSILE DESTROYER","DDG 2","04688","Disposed of by abandoning, burning, scuttling, or sinking","","02/03/2001","","","","","Puget Sound Bridge & Dredging Co.","03/25/1960","09/12/1964","06/11/1962","","01/08/1963","12/20/1991","08/28/1964","","","11/20/1992","440 ft","","","","","","3595 tons","","","Steel hull, aluminum superstructure.","2","","Steam Turbines","","","US NAVY","","","","","08/05/2004"
"DD 807","BENNER","BENNER (DD 807)","(ex - DDR 807)","DESTROYER","DD 805","03907","Disposed of, by Navy Sale","","04/01/1975","","","","","","","","","","","","","","","02/01/1974","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/17/2001"
"DD 473","BENNETT","BENNETT (DD 473)","","DESTROYER","DD 448","04473","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","08/01/1973","","","","","","","","","","","","","","","08/01/1973","","","","","","","","","","","","","","","","BRAZIL","","","","","12/31/2001"
"CVS 20","BENNINGTON","BENNINGTON (CVS 20)","(ex - CV 20, CVA 20)","ASW SUPPORT AIRCRAFT CARRIER","CVS 10","03322","Disposed of, by Navy Sale","","01/12/1994","","","","","Naval Shipyard New York","","08/06/1944","","","02/26/1944","","","","","09/20/1989","","","","","","","","","","","","","Steam Turbines","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","06/26/2002"
"DD 421","BENSON","BENSON (DD 421)","","DESTROYER","DD 421","04421","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","11/01/1974","","","","","","","","","","","","","","","11/01/1974","","","","","","","","","","","","","","","","TAIWAN","","","","","12/17/2001"
"SS 320","BERGALL","BERGALL (SS 320)","","SUBMARINE","SS 328","05420","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","02/01/1973","","","","","","","","","","","","","","","02/01/1973","","","","","","","","","","","","","","","","TURKEY","","","","","01/02/2002"
"SSN 667","BERGALL","BERGALL (SSN 667)","","SUBMARINE (NUCLEAR-POWERED)","SSN 637","05149","Disposed of by submarine recycling","","09/29/1997","","","","","General Dynamics Electric Boat","03/09/1965","06/13/1969","04/16/1966","","02/17/1968","06/06/1996","06/09/1969","","","06/06/1997","292 ft","","32 ft","","29 ft","","4007 tons","4301 tons","294 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","14","95","","","","","","12/05/2019"
"DDG 15","BERKELEY","BERKELEY (DDG 15)","","GUIDED MISSILE DESTROYER","DDG 2","04681","Disposed of through the Security Assistance Program (SAP), transferred, Foreign Assistance Act (FAA) Section 516, Southern Region Amendment","","10/01/1992","","","","","New York Shipbuilding Corp.","07/21/1959","12/15/1962","08/29/1960","","07/29/1961","10/01/1992","11/30/1962","","","10/01/1992","","","","","","","","","","","","","Steam Turbines","","","GREECE","","","","","02/18/1999"
"LST 288","BERKSHIRE COUNTY","BERKSHIRE COUNTY (LST 288)","","TANK LANDING SHIP","LST 1","50288","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","11/01/1974","","","","","","","","","","","","","","","11/15/1974","","","","","","","","","","","","","","","","KOREA","","","","","12/28/2001"
"AGSS 321","BESUGO","BESUGO (AGSS 321)","","AUXILIARY RESEARCH SUBMARINE","AGSS 285","05421","Disposed of, by Navy Sale","","04/01/1976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","02/25/2003"
"AK 260","BETELGEUSE","BETELGEUSE (AK 260)","(ex - MCV 10)","CARGO SHIP","AK 258","01920","Disposed of by MARAD sale","","01/01/1976","","","","","","04/20/1943","","02/11/1944","","04/10/1944","","05/31/1944","","","02/01/1974","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","12/28/2001"
"LPR 119","BEVERLY W REID","BEVERLY W REID (LPR 119)","(ex - DE 722, APD 119)","AMPHIBIOUS TRANSPORT, SMALL","","53722","Disposed of, by Navy Sale","","08/01/1975","","","","","Consolidated Steel Corp. of Texas","06/13/1944","06/25/1945","01/05/1944","","03/04/1945","05/05/1947","06/23/1945","","","09/15/1974","306 ft","300 ft","37 ft","36 ft","13 ft","","","","","Steel hull, steel superstructure.","2","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","02/16/2011"
"LPA 237","BEXAR","BEXAR (LPA 237)","(ex - APA 237)","AMPHIBIOUS TRANSPORT","LPA 117","01767","Disposed of by MARAD exchange","","02/19/1982","","","","","","","","","","","","","","","09/01/1976","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","03/05/2007"
"CG 34","BIDDLE","BIDDLE (CG 34)","(ex - DLG 34)","GUIDED MISSILE CRUISER","CG 26","52709","Disposed of by Dismantling (Scrapping/Recycling)","","01/02/2002","","","","","Bath Iron Works Corp.","01/16/1962","01/21/1967","12/09/1963","","07/02/1965","11/30/1993","01/10/1967","","","11/30/1993","547 ft","","","","","","5973 tons","","","Steel hull, aluminum superstructure.","2","","Steam Turbine","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/12/2017"
"LFR 401","BIG BLACK RIVER","BIG BLACK RIVER (LFR 401)","(ex - LSMR 401)","INSHORE FIRE SUPPORT SHIP","LFR 401","75401","Disposed of, by Navy Sale","","08/01/1974","","","","","","","","","","","","","","","05/01/1973","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"T-AO 198","BIG HORN","USNS BIG HORN (T-AO 198)","","FLEET REPLENISHMENT OILER","AO 187","21621","Military Sealift Command (MSC) Naval Fleet Auxiliary Force","U.S. ATLANTIC FLEET","05/01/1992","","","","Support Force","Avondale Industries","06/20/1988","","10/09/1989","","02/02/1991","","05/21/1992","05/21/1992","","","678 ft","651 ft","98 ft","","36 ft","38 ft","14869 tons","42383 tons","27514 tons","Steel hull, steel superstructure.","2","","Diesel Electric","36","53","MILITARY SEALIFT COMMAND","Military Sealift Command","","MSC","","06/13/2022"
"DD 942","BIGELOW","BIGELOW (DD 942)","","DESTROYER","DD 931","52201","Disposed of in support of Fleet training exercise","","04/02/2003","","","","","Bath Iron Works Corp.","07/30/1954","11/08/1957","07/06/1955","","02/02/1957","11/05/1982","11/01/1957","","","06/01/1990","","","","","","","","","","","","","Steam Turbines","","","","","","","","04/08/2003"
"SSN 676","BILLFISH","BILLFISH (SSN 676)","","SUBMARINE (NUCLEAR-POWERED)","SSN 637","05724","Disposed of by submarine recycling","","04/21/2000","","","","","General Dynamics Electric Boat","07/15/1966","03/12/1971","09/20/1968","","05/01/1970","07/01/1999","03/12/1971","","","07/01/1999","292 ft","","32 ft","","29 ft","","3957 tons","4254 tons","297 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","14","95","","","","","","12/05/2019"
"LCS 15","BILLINGS","USS BILLINGS (LCS 15)","","LITTORAL COMBAT SHIP","LCS","20096","Active, in commission","U.S. ATLANTIC FLEET","08/03/2019","MAYPORT, FL","","","Battle Force","Marinette Marine Corp.","12/29/2010","08/03/2019","11/02/2015","","07/01/2017","","02/01/2019","","","","388 ft","351 ft","58 ft","46 ft","14 ft","14 ft","2760 tons","3410 tons","650 tons","Steel hull, aluminum superstructure.","","4","Diesel - Gas Turbine","9","41","US NAVY","Huntington Ingalls Incorporated","","PMS 505","","02/22/2021"
"LPA 225","BINGHAM","BINGHAM (LPA 225)","","AMPHIBIOUS TRANSPORT","LPA 117","","Disposed of by MARAD exchange","","09/01/1983","","","","","","","","","","","","","","","07/03/1946","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","03/05/2007"
"SSN 695","BIRMINGHAM","BIRMINGHAM (SSN 695)","","SUBMARINE (NUCLEAR-POWERED)","SSN 688","20786","Disposed of by submarine recycling","","05/31/2016","","","","","Newport News Shipbuilding","01/24/1972","12/16/1978","04/26/1975","","10/29/1977","12/22/1997","12/08/1978","","","12/22/1997","362 ft","","33 ft","","32 ft","","5789 tons","6159 tons","370 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","12","98","","","","","","09/12/2016"
"MHC 43","BITTERN","BITTERN (MHC 43)","(ex - AMCU 43)","MINEHUNTER, COASTAL","MHC 43","59099","Disposed of by Dismantling (Scrapping/Recycling)","","05/17/2002","","","","","Consolidated Shipbuilding Corp.","08/20/1954","08/26/1957","08/18/1955","","03/04/1957","09/01/1965","08/22/1957","","","02/01/1972","","","","","","","","","","Wood hull, (except engines and equipment).","","","","","","","","","","","12/12/2017"
"DD 666","BLACK","BLACK (DD 666)","","DESTROYER","DD 448","04266","Disposed of, by Navy Sale","","02/17/1971","","","","","Federal Shipbuilding & DD CO.","","","11/14/1942","","03/28/1943","09/26/1969","","","","09/26/1969","376 ft","","39 ft","","18 ft","","","2924 tons","","","","","","","","","","","","","04/09/2003"
"YTM 177","BLACK FOX","BLACK FOX (YTM 177)","(ex - YTB 177)","MEDIUM HARBOR TUG (S-P)","YTM 138","13177","Disposed of by transfer to other Government Agencies, States. Schools, Sea Scouts, etc.","","11/01/1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","08/29/2000"
"MHC 58","BLACK HAWK","BLACK HAWK (MHC 58)","","MINEHUNTER, COASTAL","MHC 51","21963","Disposed of, sold for scrapping","","08/13/2015","","","","","Intermarine U. S. A.","04/22/1992","05/11/1996","09/03/1992","","08/27/1994","12/01/2007","01/16/1996","","","12/01/2007","188 ft","174 ft","38 ft","36 ft","11 ft","11 ft","828 tons","914 tons","86 tons","Composite hull.","2","","Diesel Engines","5","46","","","","","MHC 58 HAS BEEN SCRAPPED BY NEW YORK MOVING AND TRANSPORT ON AUGUST 13, 2015. CERTIFICATE OF SCRAPPING, DEMILITARIZATION AND HAZMAT DISPOSAL IS ON FILE.","12/04/2015"
"T-AGSE 1","BLACK POWDER","USNS BLACK POWDER (T-AGSE 1)","","SUBMARINE ESCORT SHIP (BLOCKING VESSEL)","AGSE 1","24015","Military Sealift Command (MSC), In Service","","","","","","","","","","","","","","","","","","258 ft","244 ft","54 ft","","","15 ft","1631 tons","4453 tons","2822 tons","Steel hull, steel superstructure.","2","","Diesel Electric","8","40","MILITARY SEALIFT COMMAND","","","","","02/20/2020"
"SS 322","BLACKFIN","BLACKFIN (SS 322)","","SUBMARINE","SS 342","05422","Disposed of in support of Fleet training exercise","","09/01/1973","","","","","","","","","","","","","","","09/15/1972","","","","","","","","","","","","","","","","US NAVY","","","","","01/02/2002"
"DER 147","BLAIR","BLAIR (DER 147)","(ex - DE 147)","RADAR PICKET ESCORT SHIP","DER 386","02847","Disposed of, by Navy Sale","","09/01/1974","","","","","","","","","","","","","","","12/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"FF 1072","BLAKELY","BLAKELY (FF 1072)","(ex - DE 1072)","FRIGATE","FF 1052","54067","Disposed of by Dismantling (Scrapping/Recycling)","","09/30/2000","","","","","Avondale Marine Ways Inc., Westwego, LA","07/22/1964","07/28/1970","06/03/1968","","08/23/1969","11/15/1991","07/02/1970","","","01/11/1995","438 ft","415 ft","47 ft","47 ft","25 ft","17 ft","3243 tons","4181 tons","938 tons","Steel hull, aluminum superstructure.","1","","Steam Turbines","23","293","","","","","","12/12/2017"
"LST 344","BLANCO COUNTY","BLANCO COUNTY (LST 344)","","TANK LANDING SHIP","LST 1","50344","Disposed of, by Navy Sale","","07/01/1975","","","","","","","","","","","","","","","09/15/1974","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/28/2001"
"DD 943","BLANDY","BLANDY (DD 943)","","DESTROYER","DD 931","52202","Disposed of, by Navy Sale","","06/30/1994","","","","","BETHLEHEM STL/QCY","10/23/1954","11/26/1957","12/29/1955","","12/19/1956","11/05/1982","11/20/1957","","","07/27/1990","","","","","","","","","","","","","Steam Turbines","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","03/09/2001"
"SS 324","BLENNY","BLENNY (SS 324)","(ex - AGSS 324)","SUBMARINE","SS 342","05424","Disposed of by transfer to other Government Agencies, States. Schools, Sea Scouts, etc.","","11/10/1988","","","","","General Dynamics Electric Boat","07/09/1942","06/27/1944","07/08/1943","","04/09/1944","","","","","08/15/1973","","","","","","","","","","","","","Diesel Electric","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/05/2019"
"APD 48","BLESSMAN","BLESSMAN (APD 48)","(ex - DE 69)","HIGH SPEED TRANSPORT","APD 37","02769","Disposed of, hull transfered to foreign government (not SAP)","","07/03/1967","","","","","BETHLEHEM STEEL CORP., HINGHAM SHIPYARD","02/10/1942","09/19/1943","03/22/1943","","06/19/1943","01/15/1947","09/19/1943","","","06/01/1967","306 ft","","37 ft","","9 ft","","","","","Steel hull, steel superstructure.","2","","","","","JAPAN","","","","","09/29/2015"
"DD 744","BLUE","BLUE (DD 744)","","DESTROYER","DD 692","03844","Disposed of in support of Fleet training exercise","","04/28/1977","","","","","","","","","","","","","","","02/01/1974","","","","","","","","","","","","","","","","US NAVY","","","","","12/28/2001"
"MSC 95","BLUE BIRD","BLUE BIRD (MSC 95)","(ex - AMS 95)","MINESWEEPER COASTAL, NONMAGNETIC","MSC 121","78078","Disposed of, by Navy Sale","","01/01/1978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","08/28/2000"
"MSC 121","BLUE BIRD","BLUE BIRD (MSC 121)","(ex - AMS 121)","MINESWEEPER COASTAL, NONMAGNETIC","MSC 121","16451","Disposed of, by Navy Sale","","08/01/1979","","","","","","","","","","","","","","","01/02/1975","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/28/2001"
"LCC 19","BLUE RIDGE","USS BLUE RIDGE (LCC 19)","(ex - AGC 19)","COMMAND SHIP","LCC 19","05840","Active, in commission","U.S. PACIFIC FLEET","11/14/1970","YOKOSUKA, JAPAN","","","Support Force","Naval Shipyard Philadelphia","12/31/1964","11/14/1970","02/27/1967","","01/04/1969","","02/11/1971","","","","634 ft","580 ft","108 ft","82 ft","27 ft","29 ft","13038 tons","18874 tons","5836 tons","Steel hull, steel superstructure.","1","","Steam Turbine","52","790","US NAVY","Puget Sound Naval Shipyard & IMF","","PMS 407","","08/19/2022"
